item,itemLabel,itemDescription,mwcode
http://www.wikidata.org/entity/Q718287,David Bedford,English composer and musician,M00000235966
http://www.wikidata.org/entity/Q718754,Hal Lindes,American musician,M00000048734
http://www.wikidata.org/entity/Q719672,John Medeski,American jazz keyboards player and composer,M00000085471
http://www.wikidata.org/entity/Q720687,Oliver Nelson,"American jazz saxophonist, clarinetist, arranger, composer, and bandleader (1932-1975)",M00000068297
http://www.wikidata.org/entity/Q720788,Pierre Moulu,French composer,M00000283748
http://www.wikidata.org/entity/Q721684,Walter Afanasieff,American record producer and songwriter,M00000093607
http://www.wikidata.org/entity/Q722975,Alberto Franchetti,Italian opera composer,M00000237388
http://www.wikidata.org/entity/Q724401,Mark Kostabi,Estonian-American artist,M00000229757
http://www.wikidata.org/entity/Q724483,Peter DeRose,American composer of jazz and pop music,M00000310066
http://www.wikidata.org/entity/Q724793,Pierre Passereau,French composer of the Renaissance,M00000282063
http://www.wikidata.org/entity/Q724969,Donald Tovey,"British composer, musicologist and pianist",M00000262042
http://www.wikidata.org/entity/Q725516,Kelly Jones,"Welsh singer-songwriter, guitarist and director and lead singer of the band Stereophonics",M00000128426
http://www.wikidata.org/entity/Q725818,Riccardo Broschi,Italian composer,M00000253576
http://www.wikidata.org/entity/Q726206,Eric Whitacre,American composer,M00000286705
http://www.wikidata.org/entity/Q726286,John Stanley,English composer and organist,M00000239536
http://www.wikidata.org/entity/Q727090,Dorival Caymmi,"Brazilian singer, songwriter, actor, and painter (1914-2008)",M00000090349
http://www.wikidata.org/entity/Q727374,Pietro Nardini,Italian composer and violinist,M00000238744
http://www.wikidata.org/entity/Q727629,Jakub Jan Ryba,Czech teacher and composer on the break of classicism and romantism,M00000239247
http://www.wikidata.org/entity/Q727693,Eddie Durham,American musician (1906-1987),M00000032083
http://www.wikidata.org/entity/Q728029,Harold Budd,American musician,M00000236454
http://www.wikidata.org/entity/Q728263,Birger Sjöberg,Swedish poet and songwriter (1885-1929),M00000038107
http://www.wikidata.org/entity/Q728700,Jean-Louis Agobet,composer,M00000264590
http://www.wikidata.org/entity/Q729139,Clare Fischer,"American keyboardist, composer, arranger, and bandleader",M00000250652
http://www.wikidata.org/entity/Q729939,Eric Vloeimans,Dutch jazz trumpeter,M00000049825
http://www.wikidata.org/entity/Q730556,Marco Frisina,Italian priest and composer,M00000288982
http://www.wikidata.org/entity/Q730695,Bill Anschell,American musician,M00000026844
http://www.wikidata.org/entity/Q730718,Christian Scott,American jazz composer and trumpeter,M00000225603
http://www.wikidata.org/entity/Q731178,Albert Ammons,"American jazz pianist, recording artist (1907–1949)",M00000018376
http://www.wikidata.org/entity/Q732490,José Pablo Moncayo García,"Mexican pianist, percussionist, music teacher, composer and conductor (1912-1958)",M00000238653
http://www.wikidata.org/entity/Q734586,Heinz Friedrich Hartig,German composer,M00000240659
http://www.wikidata.org/entity/Q735407,Humberto Teixeira,Brazilian musician (1915-1979),M00000231315
http://www.wikidata.org/entity/Q714325,Max Richter,British composer (born 1966),M00000369031
http://www.wikidata.org/entity/Q714933,Ferenc Sebő,"Hungarian musician, ethnomusicologist",M00000391597
http://www.wikidata.org/entity/Q723655,Asen Karastoyanov,Bulgarian composer,M00000488852
http://www.wikidata.org/entity/Q740099,Ray Barretto,American percussionist and bandleader of Puerto Rican ancestry,M00000099764
http://www.wikidata.org/entity/Q740220,Bernt Rosengren,Swedish jazz saxophonist and composer,M00000034199
http://www.wikidata.org/entity/Q742748,Josef Fiala,"Czech oboist, composer and violoncellist (1748-1816)",M00000237330
http://www.wikidata.org/entity/Q743793,John Erik Kaada,Norwegian musician,M00000169986
http://www.wikidata.org/entity/Q747199,Francesco Scarlatti,Italian composer,M00000249998
http://www.wikidata.org/entity/Q753472,Ken-Ichiro Kobayashi,Japanese composer and conductor,M00000368328
http://www.wikidata.org/entity/Q758130,Attilio Ariosti,Italian composer,M00000000186
http://www.wikidata.org/entity/Q761640,August Harder,German musician and composer,M00000434562
http://www.wikidata.org/entity/Q764555,Maurizio Giammarco,Italian saxophonist and composer,M00000057656
http://www.wikidata.org/entity/Q767237,Armas Järnefelt,Finnish composer and conductor,M00000255775
http://www.wikidata.org/entity/Q769801,Henri Collet,French composer (1885-1951),M00000236760
http://www.wikidata.org/entity/Q155136,Otto Klemperer,German conductor and composer,M00000240074
http://www.wikidata.org/entity/Q158124,Evridiki,Greek Cypriot singer,M00000298024
http://www.wikidata.org/entity/Q160390,Gustavo Dudamel,Venezuelan conductor and violinist,M00000289786
http://www.wikidata.org/entity/Q163406,Amlo,Spanish composer,M00000263989
http://www.wikidata.org/entity/Q163498,Whit Dickey,American drummer,M00000331642
http://www.wikidata.org/entity/Q165729,Antal Molnár,"Hungarian composer, violist, music educator and aesthetics",M00000425368
http://www.wikidata.org/entity/Q167546,Lucio Dalla,Italian singer-songwriter,M00000277092
http://www.wikidata.org/entity/Q169009,Zdeněk Lukáš,Czech composer,M00000238415
http://www.wikidata.org/entity/Q169565,Zeca Pagodinho,"Brazilian recording artist, singer",M00000009329
http://www.wikidata.org/entity/Q170209,Vincenzo Bellini,Italian opera composer (1801–1835),M00000236006
http://www.wikidata.org/entity/Q177229,Arthur Benjamin,"Australian composer, pianist, conductor and teacher",M00000235982
http://www.wikidata.org/entity/Q177824,Chico O'Farrill,Cuban composer and musician,M00000016862
http://www.wikidata.org/entity/Q178205,Stanislas Deriemaeker,Belgian organist and music educator,M00000248379
http://www.wikidata.org/entity/Q178230,Johann Rufinatscha,Austrian composer (1812-1893),M00000374496
http://www.wikidata.org/entity/Q180503,Oskar Lindberg,"Swedish composer, church musician, teacher and professor",M00000238349
http://www.wikidata.org/entity/Q180518,Pippo Pollina,Italian singer-songwriter,M00000207744
http://www.wikidata.org/entity/Q181350,Tiberiu Brediceanu,Romanian composer (1877-1968),M00000236341
http://www.wikidata.org/entity/Q181991,Jools Holland,English musician and television personality,M00000028803
http://www.wikidata.org/entity/Q185002,Mylène Farmer,"Canadian-born French recording artist; singer, songwriter",M00000074778
http://www.wikidata.org/entity/Q201500,Gerald Wilson,American trumpetist (1918-2014),M00000008028
http://www.wikidata.org/entity/Q202246,Morrissey,British singer,M00000065395
http://www.wikidata.org/entity/Q202550,Dido,British singer,M00000069746
http://www.wikidata.org/entity/Q202729,Jerry Lee Lewis,American rock 'n' roll musician (1935–2022),M00000036077
http://www.wikidata.org/entity/Q188848,María Elena Walsh,Argentine author and composer,M00000388983
http://www.wikidata.org/entity/Q189015,Ruggero Leoncavallo,Italian composer,M00000238323
http://www.wikidata.org/entity/Q191719,Zooey Deschanel,"American actress, model, and singer-songwriter",M00000373732
http://www.wikidata.org/entity/Q192094,Steve Harris,"English musician, founder and bassist of Iron Maiden",M00000216737
http://www.wikidata.org/entity/Q192474,Jeff Beck,English guitarist (1944–2023),M00000099615
http://www.wikidata.org/entity/Q192515,Jason Mraz,American singer-songwriter,M00000190364
http://www.wikidata.org/entity/Q192958,Carlo Gesualdo,"Italian prince, 1566–1613, known for his compositions and for killing his wife and her lover",M00000237501
http://www.wikidata.org/entity/Q193673,Muzio Clementi,"Italian-born English composer, pianist, pedagogue, conductor, music publisher, editor, and piano manufacturer",M00000236727
http://www.wikidata.org/entity/Q195522,Ahmad Zahir,Afghan singer (1946-1979),M00000306569
http://www.wikidata.org/entity/Q195788,Yasmine Hamdan,Lebanese singer,M00000178786
http://www.wikidata.org/entity/Q201562,Hayley Williams,American singer and musician,M00000358586
http://www.wikidata.org/entity/Q203481,Vic Mizzy,American composer for television and movies (1916-2009),M00000133791
http://www.wikidata.org/entity/Q206244,Stéphane Grappelli,French jazz violinist (1908–1997),M00000245714
http://www.wikidata.org/entity/Q206939,Elvis Costello,English singer-songwriter (born 1954),M00000254104
http://www.wikidata.org/entity/Q207034,Keith Jarrett,American jazz/classical pianist and composer,M00000237912
http://www.wikidata.org/entity/Q208537,Pau Casals,Catalan cellist and conductor,M00000236604
http://www.wikidata.org/entity/Q209586,Fats Domino,American pianist and singer (1928–2017),M00000088163
http://www.wikidata.org/entity/Q210076,David Patrick Kelly,American actor,M00000151287
http://www.wikidata.org/entity/Q210289,Randy Brooks,American jazz trumpeter and bandleader,M00000119613
http://www.wikidata.org/entity/Q212512,Hariprasad Chaurasia,Indian bansuri player,M00000296222
http://www.wikidata.org/entity/Q213611,Franz Waxman,German film composer (1906-1967),M00000239897
http://www.wikidata.org/entity/Q213724,Adolf Busch,German violinist and composer,M00000236496
http://www.wikidata.org/entity/Q213906,Friedrich Schneider,German composer and conductor,M00000278692
http://www.wikidata.org/entity/Q214211,Kaspar Fürstenau,German flautist (1772-1819),M00000265689
http://www.wikidata.org/entity/Q214359,Hermann Zilcher,"German composer, pianist, conductor, and music teacher",M00000267182
http://www.wikidata.org/entity/Q214618,Adolf Eduard Marschner,Romantic German composer,M00000344622
http://www.wikidata.org/entity/Q214665,Nino Rota,Italian composer,M00000239214
http://www.wikidata.org/entity/Q214935,Johann Gottlob Schneider,German composer and organist,M00000371679
http://www.wikidata.org/entity/Q214964,Gilles Binchois,Franco-Flemish composer,M00000236122
http://www.wikidata.org/entity/Q215300,Jordin Sparks,American singer,M00000321491
http://www.wikidata.org/entity/Q215869,Ralph Erwin,Austrian composer,M00000273353
http://www.wikidata.org/entity/Q216100,Ian Anderson,"Scottish musician, leader of Jethro Tull",M00000287893
http://www.wikidata.org/entity/Q216220,Franz Tausch,clarinetist and composer (1762-1817),M00000239619
http://www.wikidata.org/entity/Q216527,Jacob Gilboa,Israeli composer,M00000271399
http://www.wikidata.org/entity/Q216899,Sophie Ellis-Bextor,English singer and songwriter,M00000160691
http://www.wikidata.org/entity/Q221971,Tim Blake,British musician,M00000096123
http://www.wikidata.org/entity/Q233342,Neneh Cherry,Swedish singer-songwriter,M00000019146
http://www.wikidata.org/entity/Q234693,Bonnie Raitt,American musician,M00000047735
http://www.wikidata.org/entity/Q238941,Moya Brennan,"Irish folk singer, songwriter, harpist and philanthropist",M00000023624
http://www.wikidata.org/entity/Q240808,Maureen Tucker,American musician,M00000023815
http://www.wikidata.org/entity/Q225820,Giulio Ricordi,Italian musician (1840-1912),M00000236483
http://www.wikidata.org/entity/Q228860,Colbie Caillat,American singer-songwriter,M00000303497
http://www.wikidata.org/entity/Q229018,Jewel,American singer-songwriter,M00000097678
http://www.wikidata.org/entity/Q229366,Marija Naumova,Latvian singer and songwriter,M00000160192
http://www.wikidata.org/entity/Q229613,Carlos Gardel,"Argentinian singer, songwriter, actor; the most prominent figure in the history of tango",M00000286396
http://www.wikidata.org/entity/Q232085,Lil Mama,American rapper,M00000308127
http://www.wikidata.org/entity/Q232214,Julieta Venegas,American musician,M00000083970
http://www.wikidata.org/entity/Q232255,Alicia de Larrocha,Spanish pianist,M00000244144
http://www.wikidata.org/entity/Q232468,Gianna Nannini,Italian singer and songwriter,M00000093092
http://www.wikidata.org/entity/Q233295,Tila Tequila,American television and social media personality,M00000438576
http://www.wikidata.org/entity/Q233721,Carla Bley,"American jazz composer, pianist, organist and bandleader",M00000098110
http://www.wikidata.org/entity/Q234166,Adelina Patti,opera singer,M00000279361
http://www.wikidata.org/entity/Q235252,Pat Benatar,American singer,M00000079991
http://www.wikidata.org/entity/Q237324,Lisa Marie Presley,American singer (1968–2023),M00000171760
http://www.wikidata.org/entity/Q237354,Diane Warren,American songwriter,M00000058007
http://www.wikidata.org/entity/Q237548,Kate Nash,English singer-songwriter,M00000301755
http://www.wikidata.org/entity/Q237934,Keiko Matsui,Japanese jazz pianist (1961-),M00000087875
http://www.wikidata.org/entity/Q238290,Mitsuko Uchida,"Japanese-British pianist, conductor (1948-)",M00000247176
http://www.wikidata.org/entity/Q239195,Hayley Kiyoko,American singer and actress,M00000375156
http://www.wikidata.org/entity/Q239469,Barbara Buchholz,German composer and theremin player,M00000204087
http://www.wikidata.org/entity/Q240641,John Alagía,American record producer,M00000306567
http://www.wikidata.org/entity/Q241001,Janet Baker,British opera and concert singer,M00000240588
http://www.wikidata.org/entity/Q241432,Kaija Saariaho,Finnish composer (1952–2023),M00000242518
http://www.wikidata.org/entity/Q243837,Ottorino Respighi,"Italian composer, musicologist and conductor",M00000239123
http://www.wikidata.org/entity/Q252249,Egilsson,Icelandic composer,M00000005501
http://www.wikidata.org/entity/Q249719,Yui,Japanese singer-songwriter (1987-),M00000300502
http://www.wikidata.org/entity/Q251287,Waylon Jennings,American country musician (1937–2002),M00000026065
http://www.wikidata.org/entity/Q252126,Louie Bellson,"American jazz drummer, a composer, arranger, bandleader, and jazz educator",M00000048201
http://www.wikidata.org/entity/Q253070,Jørgen Bentzon,Danish composer (1897-1951),M00000236020
http://www.wikidata.org/entity/Q253838,Sally Oldfield,Irish singer-songwriter,M00000049105
http://www.wikidata.org/entity/Q254110,Fernando Sor,Spanish classical guitarist and composer (1778-1839),M00000239506
http://www.wikidata.org/entity/Q255300,Galina Ustvolskaya,Russian composer (1919-2006),M00000238814
http://www.wikidata.org/entity/Q255541,Frederic Cliffe,British composer (1857-1931),M00000278444
http://www.wikidata.org/entity/Q255991,Tasmin Archer,British singer,M00000062907
http://www.wikidata.org/entity/Q257339,Simone Cristicchi,Italian singer and composer,M00000309290
http://www.wikidata.org/entity/Q258846,Rickie Lee Jones,"American singer, musician, and songwriter",M00000013697
http://www.wikidata.org/entity/Q259192,Mark James,American songwriter,M00000112453
http://www.wikidata.org/entity/Q506913,Arthur Butterworth,"English composer, conductor and teacher (1923-2014)",M00000264642
http://www.wikidata.org/entity/Q508270,Alexander Gretchaninov,Russian Romantic composer,M00000237594
http://www.wikidata.org/entity/Q513185,Franz Xaver Gruber,Austrian composer known for Silent Night,M00000247434
